id,originalName,technology,tag,standard
7362,Avoid action mappings validator turned off,JEE,CWE-109,CWE
7364,Avoid multiple validation form with the same name,JEE,CWE-102,CWE
7366,File descriptor block must be defined with 0 record,Cobol,** missing tag **,** missing standard **
7368,"When using binary data items (COMP), then use the SYNCHRONIZED clause",Cobol,** missing tag **,** missing standard **
7370,Avoid using inline PERFORM with too many lines of code,Cobol,** missing tag **,** missing standard **
7372,Enable Struts Validator plugin,JEE,** missing tag **,** missing standard **
7378,Avoid include JavaScript Files,JEE,** missing tag **,** missing standard **
7380,Avoid unused validation form,JEE,** missing tag **,** missing standard **
7382,Avoid Validator field without Form Field,JEE,** missing tag **,** missing standard **
7386,Avoid Tables without a clustered Index,"SQL Server, etc.",** missing tag **,** missing standard **
7388,Avoid artifacts having recursive calls,ALL TECHNOLOGIES,ASCRM-CWE-674,CISQ
7390,Avoid having multiple Artifacts inserting data on the same SQL Table,ALL TECHNOLOGIES,** missing tag **,** missing standard **
7392,Avoid having multiple artifacts deleting data on the same SQL table,ALL TECHNOLOGIES,** missing tag **,** missing standard **
7394,Avoid having multiple Artifacts updating data on the same SQL Table,ALL TECHNOLOGIES,** missing tag **,** missing standard **
7404,Avoid unreferenced views,"DB2 Server, etc.",** missing tag **,** missing standard **
7416,Avoid Form Field without Validator,JEE,** missing tag **,** missing standard **
7418,Avoid SQL queries using functions on indexed columns in the WHERE clause,ALL TECHNOLOGIES,** missing tag **,** missing standard **
7420,Avoid SQL queries with implicit conversions in the WHERE clause,"ABAP, etc.",** missing tag **,** missing standard **
7424,Avoid using SQL queries inside a loop,ALL TECHNOLOGIES,ASCPEM-PRF-12,CISQ
7424,Avoid using SQL queries inside a loop,ALL TECHNOLOGIES,ASCPEM-PRF-8,CISQ
7428,Avoid SQL queries not using the first column of a composite index in the WHERE clause,ALL TECHNOLOGIES,** missing tag **,** missing standard **
7434,Avoid classes overriding only equals() or only hashCode(),JEE,** missing tag **,** missing standard **
7436,Prefer UNION ALL to UNION,ALL TECHNOLOGIES,** missing tag **,** missing standard **
7438,Avoid non thread safe singleton,JEE,** missing tag **,** missing standard **
7440,Suspicious similar method names or signatures in an inheritance tree,JEE,** missing tag **,** missing standard **
7442,Avoid to use this within Constructor in multi-thread environment,JEE,** missing tag **,** missing standard **
7444,Serialize session objects,JEE,** missing tag **,** missing standard **
7446,Avoid double checked locking,JEE,** missing tag **,** missing standard **
7448,Always validate user input with Request variables,ASP,** missing tag **,** missing standard **
7458,Avoid large Interfaces - too many Methods,"C#, etc.",** missing tag **,** missing standard **
7460,Avoid using untyped DataSet,"C#, etc.",** missing tag **,** missing standard **
7466,Avoid changing DataSource member before ValueMember/DisplayMember,"C#, etc.",** missing tag **,** missing standard **
7468,Disable constraints before merging DataSet,"C#, etc.",** missing tag **,** missing standard **
7470,Avoid doing select on Datatable in loop,"C#, etc.",ASCPEM-PRF-8,CISQ
7474,Use BeginUpdate/EndUpdate when using Items.Add method in loop,"C#, etc.",** missing tag **,** missing standard **
7476,"Turn off ""Multiple SQL statements for each measure""",Business Object,** missing tag **,** missing standard **
7480,Use aggregate awareness for indicators,Business Object,** missing tag **,** missing standard **
7482,Do not use Cartesian products in Universe properties,Business Object,** missing tag **,** missing standard **
7484,Objects in Universe using inexistent Table/Column,Business Object,** missing tag **,** missing standard **
7486,Split universes of more than X MB,Business Object,** missing tag **,** missing standard **
7488,Use lazy fetching for collection,JEE,** missing tag **,** missing standard **
7490,Avoid UPDATE trigger firing when not necessary,JEE,** missing tag **,** missing standard **
7492,Avoid many-to-many association,JEE,** missing tag **,** missing standard **
7494,Persistent class method's equals() and hashCode() must access its fields through getter methods,JEE,** missing tag **,** missing standard **
7496,Use table-per-subclass strategy when subclasses have many properties,JEE,** missing tag **,** missing standard **
7498,Collection must be the same between getter and setter,JEE,** missing tag **,** missing standard **
7500,Use table-per-class-hierarchy when subclasses have few properties,JEE,** missing tag **,** missing standard **
7502,Never use array to map a collection,JEE,** missing tag **,** missing standard **
7504,Persistent classes should Implement hashCode() and equals(),JEE,ASCRM-RLB-4,CISQ
7506,Define equals() and hashCode() for component,JEE,ASCRM-RLB-4,CISQ
7508,Collection-typed attributes getter must be defined with the correct interface,JEE,** missing tag **,** missing standard **
7510,Use only Hibernate API to access to the database,JEE,** missing tag **,** missing standard **
7512,"Avoid empty Functions, Forms and Modules",ABAP,** missing tag **,** missing standard **
7514,Avoid empty Includes,ABAP,** missing tag **,** missing standard **
7516,Avoid empty Programs,ABAP,** missing tag **,** missing standard **
7518,Avoid missing WHEN OTHERS in CASE statements,ABAP,** missing tag **,** missing standard **
7520,Avoid unchecked return code (SY-SUBRC) after OPEN SQL or READ statement,ABAP,** missing tag **,** missing standard **
7522,Avoid using literals in assignments (hardcoded values),ABAP,** missing tag **,** missing standard **
7524,Avoid using BREAK or BREAK-POINT statement,ABAP,** missing tag **,** missing standard **
7526,Avoid using hardcoded paths,ABAP,** missing tag **,** missing standard **
7528,Never use the ON CHANGE OF statement,ABAP,** missing tag **,** missing standard **
7530,"Avoid ""SELECT *"" or ""SELECT SINGLE *"" queries",ABAP,** missing tag **,** missing standard **
7532,Avoid nested SELECT ... ENDSELECT statements,ABAP,** missing tag **,** missing standard **
7534,Avoid READ TABLE without BINARY SEARCH,ABAP,** missing tag **,** missing standard **
7536,Avoid using AT Events in combination of LOOP AT .... WHERE constructs,ABAP,** missing tag **,** missing standard **
7538,Avoid using SELECT ... INTO CORRESPONDING FIELDS OF,ABAP,** missing tag **,** missing standard **
7540,Avoid unreferenced Includes,ABAP,** missing tag **,** missing standard **
7542,Avoid using FOR ALL ENTRIES IN without emptiness check,ABAP,** missing tag **,** missing standard **
7544,Avoid using SELECT ... ENDSELECT statement,ABAP,** missing tag **,** missing standard **
7548,Never use incompatible statements with the CICS environment,Cobol,** missing tag **,** missing standard **
7550,Avoid using nested programs,Cobol,** missing tag **,** missing standard **
7552,Avoid incoherent file accesses in Cobol programs and DISP clauses in JCL,Cobol,** missing tag **,** missing standard **
7554,Never access an IMS segment with an access mode not authorized in the PCB,Cobol,** missing tag **,** missing standard **
7556,"Avoid instanceof in Methods that override or implement Object.equals(), Comparable.compareTo()",JEE,** missing tag **,** missing standard **
7558,Avoid accessing data by using the position and length,Cobol,** missing tag **,** missing standard **
7562,Avoid static Field of type collection,JEE,ASCPEM-PRF-15,CISQ
7568,Avoid undocumented User-exits,ABAP,** missing tag **,** missing standard **
7570,Avoid User-Exits with low comment/code ratio,ABAP,** missing tag **,** missing standard **
7572,Avoid accessing multiple times the same SAP Table or View in an SAP include (DELETE),ABAP,** missing tag **,** missing standard **
7576,Avoid accessing multiple times the same SAP Table or View in an SAP include (INSERT),ABAP,** missing tag **,** missing standard **
7578,Avoid accessing multiple times the same SAP Table or View in an SAP include (UPDATE),ABAP,** missing tag **,** missing standard **
7580,Avoid accessing multiple times the same SAP Table or View in an SAP Program (DELETE),ABAP,** missing tag **,** missing standard **
7582,Avoid accessing multiple times the same SAP Table or View in an SAP Program (INSERT),ABAP,** missing tag **,** missing standard **
7584,Avoid accessing multiple times the same SAP Table or View in an SAP Program (UPDATE),ABAP,** missing tag **,** missing standard **
7586,Avoid cyclic calls between Event and its handled Method,ABAP,** missing tag **,** missing standard **
7592,"Avoid using ""ORDER BY"" in SELECTS",ABAP,** missing tag **,** missing standard **
7594,"Avoid using ""SELECT DISTINCT"", use DELETE-ADJACENT",ABAP,** missing tag **,** missing standard **
7596,Avoid Classes implementing too many Interfaces,ABAP,** missing tag **,** missing standard **
7598,Class naming convention,ABAP,** missing tag **,** missing standard **
7602,Transaction naming convention,ABAP,** missing tag **,** missing standard **
7612,Avoid Interfaces with a low comment/code ratio,ABAP,** missing tag **,** missing standard **
7624,Class members should be declared as Private,ABAP,** missing tag **,** missing standard **
7626,Avoid large Classes - too many Methods,ABAP,** missing tag **,** missing standard **
7628,Avoid large Classes - too many Data Members,ABAP,** missing tag **,** missing standard **
7630,Avoid large Interfaces - too many Methods,ABAP,** missing tag **,** missing standard **
7634,Avoid select-before-update when the Table is not associated to an UPDATE Trigger,JEE,** missing tag **,** missing standard **
7636,Use version instead of timestamp,JEE,** missing tag **,** missing standard **
7638,Avoid using DriverManager,JEE,** missing tag **,** missing standard **
7640,Avoid catch blocks with assertion,JEE,** missing tag **,** missing standard **
7642,Avoid SQL queries on XXL tables not using the first column of a composite index in the WHERE clause,ALL TECHNOLOGIES,** missing tag **,** missing standard **
7644,Avoid executing multiple OPEN statements,Cobol,** missing tag **,** missing standard **
7648,Avoid calling finalize(),JEE,** missing tag **,** missing standard **
7650,All types of a serializable Class must be serializable (ASCRM-RLB-2),JEE,ASCRM-RLB-2,CISQ
7652,Avoid throwing an exception in a catch block without chaining it,JEE,ASCSM-CWE-397,CISQ
7654,Avoid database tables associated to more than one Entity,JEE,** missing tag **,** missing standard **
